u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,Cost of returning,Edge Betweenness,access,ref,tunnel,bridge,width,junction
42424672,3785575833,0,"[32958722, 46211831]",True,1,"['FDR Drive', 'East 60th Street']",residential,25 mph,False,134.546,"LINESTRING (-73.9592658 40.7593001, -73.9591258 40.7592676, -73.9589067 40.759183, -73.9586824 40.7590886, -73.9586659 40.759083, -73.9586525 40.7590799, -73.9586409 40.7590779, -73.958629 40.7590773, -73.9586142 40.7590784, -73.9586021 40.7590801, -73.9585931 40.7590817, -73.9585829 40.7590848, -73.958571 40.7590901, -73.958561 40.7590968, -73.9585491 40.759112, -73.958169 40.7596406)",2.9988116951954282,6.0018222966816566e-05,,,,,,
42424672,42448329,0,659714535,False,6,York Avenue,secondary,25 mph,False,79.59,"LINESTRING (-73.9592658 40.7593001, -73.9593112 40.7592377, -73.9596818 40.7587298, -73.9597228 40.7586736)",1.9052954447042647,0.010883519971783794,,,,,,
42424789,42434434,0,46492638,True,5,Dyer Avenue,primary,,False,86.70100000000001,"LINESTRING (-73.9948115 40.7576654, -73.9947821 40.7577014, -73.9947636 40.7577241, -73.9947419 40.7577507, -73.9946976 40.7578412, -73.9946551 40.7579879, -73.9945961 40.7580852, -73.9945329 40.7581732, -73.9944626 40.7582743, -73.994391 40.7583714)",8.57593907752064,0.009987479058284102,,,,,,
42424789,42444991,0,"[847002232, 273895450]",True,3,West 40th Street,residential,,False,118.429,"LINESTRING (-73.9948115 40.7576654, -73.9946856 40.7576131, -73.9945564 40.7575594, -73.9944989 40.7575348, -73.9944739 40.7575241, -73.9944508 40.7575146, -73.9937024 40.7572079, -73.9935785 40.7571536)",7.373524248237442,0.03215571819063574,,,,,,
42424864,42423456,0,46139033,True,2,Varick Street,primary,25 mph,False,72.661,"LINESTRING (-74.0059302 40.7244132, -74.005951 40.724304, -74.0060363 40.7238556, -74.0060397 40.7238386, -74.006113 40.7237914)",12.137463891171073,0.0011605090673955853,,,,,,
42425100,42429819,0,194923761,True,,Delancey Street,residential,25 mph,False,14.532,"LINESTRING (-73.977917 40.715649, -73.9780221 40.7156811, -73.9780769 40.7156979)",5.845124773108881,0.0021523675160920555,,,,,,
42425955,7132405537,0,"[5672410, 5671543]",True,1,"['Hogan Place', 'Baxter Street']",residential,25 mph,False,112.56200000000001,"LINESTRING (-74.0005026 40.7143955, -74.0004911 40.7144108, -74.0004805 40.7144288, -74.0004735 40.7144474, -74.0004706 40.7144611, -74.0004661 40.7144828, -74.0004658 40.7145043, -74.0005231 40.715148, -74.000526 40.7151572, -74.0005314 40.7151664, -74.0005412 40.715173, -74.0005516 40.7151795, -74.0005755 40.7151912, -74.0007903 40.7152927)",8.48079743065244,0.0007611909590571084,,,,,,
42425955,42427300,0,414751576,False,2,Worth Street,residential,25 mph,False,159.269,"LINESTRING (-74.0005026 40.7143955, -74.0005958 40.714442, -74.0011476 40.7147059, -74.0019583 40.7150873, -74.0019865 40.7151004, -74.0020108 40.7151118, -74.0021038 40.7151561)",1.6557609980284922,0.0009640537283602269,,,,,,
42425955,7132405548,0,1135342275,False,4,Worth Street,residential,25 mph,True,93.48199999999999,"LINESTRING (-74.0005026 40.7143955, -74.0004221 40.7143542, -74.0002099 40.7142447, -73.9998632 40.7140773, -73.9996559 40.7139788, -73.9995713 40.7139391)",1.6103663193232598,0.004779296358345825,,,,,,
42426060,4602414021,0,46116390,True,,Watts Street,residential,25 mph,False,119.49500000000002,"LINESTRING (-74.0075216 40.7239092, -74.0074418 40.7239008, -74.0072823 40.7238842, -74.0068328 40.7238371, -74.0065257 40.7238049, -74.0062282 40.7237717, -74.0061172 40.7237608)",7.801054015139524,0.00038544514005231756,,,,,,
42426089,42426060,0,5669486,True,2,,motorway_link,25 mph,False,54.808,"LINESTRING (-74.0074947 40.723454, -74.007529 40.7234896, -74.0075588 40.7235184, -74.007585 40.7235511, -74.0075909 40.7235639, -74.0076039 40.7235853, -74.0076139 40.7236289, -74.0076124 40.7236785, -74.0076073 40.7237213, -74.0075981 40.7237619, -74.0075798 40.7238106, -74.0075568 40.7238558, -74.0075216 40.7239092)",7.801927054050815,0.00038544514005231756,,,,,,
42426089,42424619,0,421832641,True,1,Canal Street,trunk,25 mph,False,50.226,"LINESTRING (-74.0074947 40.723454, -74.0076105 40.7235338, -74.007737 40.7236243, -74.007929 40.7237633)",13.11944756562852,0.012980983452370455,,,,,,
42426418,3785702998,0,5669509,False,2,Main Street,tertiary,15 mph,False,23.987000000000002,"LINESTRING (-73.9515065 40.7602431, -73.9514988 40.7603003, -73.951488 40.7603511, -73.9514807 40.7603861, -73.95146 40.7604557)",1.2137616599006122,0.000968286159362784,,,,,,
42426418,1241820956,0,"[1069953226, 681044203, 681044204, 681044202, 682832895, 108202943]",False,2,Main Street,tertiary,15 mph,False,357.31300000000005,"LINESTRING (-73.9515065 40.7602431, -73.9515043 40.7601993, -73.9514984 40.760159, -73.9514858 40.7601138, -73.951473 40.7600748, -73.9514277 40.759971, -73.9514133 40.7599364, -73.9514046 40.7599046, -73.9514006 40.7598748, -73.9513999 40.7598398, -73.9514042 40.7598089, -73.9514083 40.7597867, -73.9514111 40.7597729, -73.9514228 40.7597477, -73.9514374 40.759724, -73.9514545 40.7597053, -73.9516374 40.7595186, -73.9518874 40.7592633, -73.9519572 40.7591917, -73.9521742 40.7589628, -73.9521983 40.7589369, -73.9522263 40.7589081, -73.9525214 40.7585989, -73.9525799 40.7585376, -73.9526019 40.7585156, -73.952763 40.7583466, -73.9528175 40.7582945, -73.9528732 40.7582455, -73.9529246 40.7582036, -73.9530579 40.758106, -73.9534336 40.7578383, -73.9535113 40.7577847, -73.9535426 40.7577618, -73.9535818 40.7577332, -73.9536908 40.7576743)",1.6682794563407624,0.0014527819416277224,,,,,,
42426816,1701844605,0,46469721,True,1,East 37th Street,secondary,25 mph,False,36.251,"LINESTRING (-73.9758338 40.7472995, -73.9759943 40.7473668, -73.9762306 40.747421)",12.297100500646062,0.000593245745525086,,,,,,
42426816,42453999,0,936539647,True,3,Tunnel Exit Street,unclassified,25 mph,False,72.294,"LINESTRING (-73.9758338 40.7472995, -73.9758265 40.7473134, -73.9758167 40.7473275, -73.9758055 40.7473418, -73.975643 40.7475645, -73.9755743 40.7476652, -73.9755241 40.7477417, -73.975485 40.7478004, -73.9754679 40.747827, -73.9754367 40.7478756)",6.864839232198081,0.011417864385856626,,,,,,
42426851,42450814,0,169383518,True,2,FDR Drive,primary,,False,160.788,"LINESTRING (-73.9692725 40.74693, -73.9692879 40.7469125, -73.9694257 40.746756, -73.9704329 40.7457826)",12.072196334651142,0.0032017164859065926,,,,,,
42426865,7137281959,0,5669581,True,1,,motorway_link,,False,47.106,"LINESTRING (-73.974504 40.7374172, -73.9747072 40.7372247, -73.9747561 40.7371612, -73.9747804 40.7371311, -73.9748309 40.7370745)",16.308957920540028,0.013888016929724011,,,,,,
42426865,370898427,0,"[587355677, 46201653, 959157334]",True,3,FDR Drive,motorway,40 mph,False,901.9050000000001,"LINESTRING (-73.974504 40.7374172, -73.9746286 40.7372211, -73.9746887 40.7371327, -73.9747536 40.7370268, -73.9747997 40.73695, -73.9748561 40.7368449, -73.9749036 40.7367426, -73.9749449 40.7366414, -73.9749764 40.7365503, -73.9750076 40.7364426, -73.9750314 40.7363306, -73.975048 40.7362261, -73.9750543 40.7361838, -73.97506 40.7360888, -73.9750637 40.7360061, -73.9750599 40.735894, -73.97505 40.7357801, -73.9750358 40.7356684, -73.9750093 40.7355566, -73.9749738 40.7354095, -73.9740511 40.7318028, -73.9740236 40.7317024, -73.9739821 40.7315902, -73.9739341 40.7314855, -73.9738799 40.7313773, -73.9738277 40.7312793, -73.9737607 40.7311762, -73.9736874 40.7310735, -73.9736027 40.7309708, -73.973479 40.7308376, -73.9733507 40.7307203, -73.9732286 40.7306177, -73.9730922 40.7305004, -73.9726311 40.7301298, -73.9725393 40.7300512, -73.9724471 40.7299693, -73.9723599 40.7298812)",24.38397047888943,0.004044087822943303,,FDR,,yes,,
42426875,589100228,0,46201650,True,,FDR Drive,primary,25 mph,False,121.70899999999999,"LINESTRING (-73.9749044 40.7369776, -73.9749671 40.7368552, -73.9750052 40.7367748, -73.9750452 40.736674, -73.9750802 40.7365716, -73.97511 40.7364712, -73.9751281 40.7363762, -73.9751417 40.736303, -73.975151 40.7362345, -73.9751577 40.7361602, -73.975163 40.7360798, -73.9751658 40.7360264, -73.9751672 40.7359706, -73.975161 40.7359099)",9.967148795697678,0.01292819563236634,,,,,,
42427030,42428005,0,"[460660844, 1080871809, 5671300, 420627056]",True,"['2', '3']",East 71st Street,tertiary,25 mph,False,203.806,"LINESTRING (-73.9521462 40.7652696, -73.9524669 40.7654155, -73.9526301 40.7654883, -73.9526844 40.7655126, -73.9527274 40.7655318, -73.9530789 40.7656887, -73.9535379 40.7658836, -73.9541117 40.7661254, -73.9542439 40.7661832)",8.009930302318576,0.0001784087235105664,,,,,,
42427030,42450634,0,"[32972050, 46211823]",True,1,,motorway_link,,False,172.662,"LINESTRING (-73.9521462 40.7652696, -73.9522157 40.7651997, -73.9522739 40.765137, -73.9530371 40.7642167, -73.953183 40.7639358)",24.479042449103765,0.0011224759721364958,,,yes,,,
42427036,42427030,0,46211827,True,1,FDR Drive,tertiary,25 mph,False,169.678,"LINESTRING (-73.9510157 40.7665323, -73.9510969 40.7664402, -73.9511869 40.7663317, -73.9512972 40.7662046, -73.9518513 40.7655813, -73.9519458 40.7654764, -73.9520584 40.7653564, -73.9521462 40.7652696)",8.386723798580796,0.0013008846956470623,,,,,,
42427070,42447412,0,108209246,True,1,West Main Street,unclassified,15 mph,False,160.87499999999997,"LINESTRING (-73.9558339 40.7566077, -73.9557032 40.7567584, -73.955607 40.7568594, -73.9555509 40.7569063, -73.9554917 40.7569532, -73.955445 40.7569972, -73.9554012 40.7570466, -73.955362 40.7570914, -73.9549216 40.7576851, -73.9548979 40.7577173, -73.9548192 40.7578285)",6.137243101588592,0.0004847897010845604,,,,,,
42427278,4561384853,0,40956098,True,2,Centre Street,secondary,25 mph,False,60.271,"LINESTRING (-74.0035657 40.7135883, -74.0035151 40.7136381, -74.0034742 40.7136758, -74.0034211 40.7137243, -74.0033619 40.7137734, -74.003297 40.7138205, -74.0032414 40.713857, -74.003181 40.7138925, -74.003111 40.7139287, -74.0030498 40.7139579)",11.076666662060978,0.003532316374217441,,,,,,
42427278,9121386338,0,"[5671314, 986838188]",True,1,Reade Street,unclassified,25 mph,False,11.089,"LINESTRING (-74.0035657 40.7135883, -74.0035697 40.7136009, -74.0035778 40.7136149, -74.0035891 40.7136264, -74.0036108 40.713643, -74.003649 40.7136604)",4.138554444587849,0.00010263645181200953,,,,,,
42427300,42445466,0,"[1135342276, 194923798]",False,3,Worth Street,residential,25 mph,"[False, True]",92.274,"LINESTRING (-74.0021038 40.7151561, -74.0022427 40.7152201, -74.0022985 40.7152462, -74.0025779 40.7153816, -74.0028422 40.7155076, -74.0029045 40.7155349, -74.0030354 40.7155918)",1.69943769949347,0.0008717632189989125,,,,,,
42427300,42425955,0,414751576,False,2,Worth Street,residential,25 mph,True,159.269,"LINESTRING (-74.0021038 40.7151561, -74.0020108 40.7151118, -74.0019865 40.7151004, -74.0019583 40.7150873, -74.0011476 40.7147059, -74.0005958 40.714442, -74.0005026 40.7143955)",1.6557609980284935,0.004833906475031596,,,,,,
42427300,42427305,0,"[1271581112, 1238742498]",True,"['1', '2']",Centre Street,secondary,25 mph,False,75.131,"LINESTRING (-74.0021038 40.7151561, -74.0020653 40.7152195, -74.0020553 40.715236, -74.0018609 40.7155124, -74.0017663 40.7156404, -74.0017328 40.7156817, -74.0016779 40.7157492)",5.195892494852802,0.002507715369015078,,,,,,
42427305,42445474,0,46332301,True,1,Leonard Street,residential,25 mph,False,90.304,"LINESTRING (-74.0016779 40.7157492, -74.0017351 40.7157862, -74.0017725 40.7158101, -74.0017932 40.7158233, -74.002397 40.7161219, -74.0024523 40.7161418, -74.0024944 40.7161567, -74.0025774 40.7161862)",5.072582825493885,0.0009246098227669517,,,,,,
42427305,42427307,0,125436141,True,1,Centre Street,secondary,25 mph,False,150.191,"LINESTRING (-74.0016779 40.7157492, -74.0016358 40.715801, -74.0016238 40.7158157, -74.0012709 40.7162926, -74.0012161 40.7163679, -74.0008887 40.7168168, -74.0008528 40.7168702, -74.0008126 40.7169298)",8.592754761224029,0.0027393821826411546,,,,,,
42427307,42427311,0,125436141,True,1,Centre Street,secondary,25 mph,False,89.756,"LINESTRING (-74.0008126 40.7169298, -74.0007714 40.7169909, -74.0007581 40.7170106, -74.0003278 40.7175432, -74.0003064 40.7175699, -74.0002647 40.7176217)",8.672503781290345,0.0025993004732092996,,,,,,
42427307,42445481,0,413054857,True,1,White Street,residential,25 mph,False,77.959,"LINESTRING (-74.0008126 40.7169298, -74.0009058 40.716976, -74.0014208 40.7172341, -74.0014696 40.7172591, -74.0015083 40.717279, -74.0015833 40.7173175)",10.199852936623152,0.0001400817094318549,,,,,,
42427311,42447255,0,412180553,True,1,Walker Street,tertiary,25 mph,False,76.159,"LINESTRING (-74.0002647 40.7176217, -74.0001886 40.7175904, -74.0001429 40.7175726, -73.9995817 40.7173728, -73.9995217 40.7173535, -73.9994477 40.7173295)",8.50569757018461,0.000175587102842195,,,,,,
42427311,42427316,0,1318001658,True,2,Centre Street,secondary,25 mph,False,51.391999999999996,"LINESTRING (-74.0002647 40.7176217, -74.0002255 40.7176716, -74.0000622 40.7178793, -74.0000272 40.7179239, -73.9999527 40.7180188)",5.359673190311984,0.0042254357346500895,,,,,,
42427316,42427319,0,68668539,True,1,Centre Street,secondary,25 mph,False,87.16400000000002,"LINESTRING (-73.9999527 40.7180188, -73.9998757 40.71811, -73.9996593 40.7183861, -73.9994874 40.7185953, -73.9994552 40.7186357, -73.9994121 40.718687)",6.896643602217299,0.004917849689915646,,,,,,
42427316,5706569898,0,591772210,False,4,Canal Street,trunk,25 mph,False,69.577,"LINESTRING (-73.9999527 40.7180188, -74.0000374 40.7180792, -74.0000967 40.7181214, -74.0004095 40.7183435, -74.0004538 40.7183761, -74.0005519 40.7184492)",1.8099314944432447,0.005644652147076977,,,,,,
42427316,42440810,0,591772210,False,4,Canal Street,trunk,25 mph,True,74.955,"LINESTRING (-73.9999527 40.7180188, -73.9998819 40.7179685, -73.9998298 40.7179313, -73.9993632 40.7175932, -73.9993088 40.7175538)",1.76576617799316,0.0042435999177027305,,,,,,
42427319,42427322,0,68668539,True,1,Centre Street,secondary,25 mph,False,30.486000000000004,"LINESTRING (-73.9994121 40.718687, -73.9993702 40.7187423, -73.999264 40.7188753, -73.9992256 40.7189219)",6.942357749549332,0.0061470181935749345,,,,,,
42427322,42427324,0,"[68668539, 1317994764]",True,"['1', '2']",Centre Street,secondary,25 mph,False,115.036,"LINESTRING (-73.9992256 40.7189219, -73.9987423 40.7195174, -73.9986022 40.7196895, -73.9985719 40.7197243, -73.9985445 40.719756, -73.9985059 40.7198009)",6.86747861383061,0.005088675307879964,,,,,,
42427322,42439580,0,1034527688,True,,Howard Street,residential,25 mph,False,62.533,"LINESTRING (-73.9992256 40.7189219, -73.9992847 40.7189496, -73.9993187 40.7189655, -73.9996782 40.7191341, -73.9997388 40.7191602, -73.9998608 40.7192124)",6.943568191933267,0.001058342885694971,,,,,,
42427324,42439207,0,439842823,True,1,Grand Street,secondary,25 mph,False,41.911,"LINESTRING (-73.9985059 40.7198009, -73.9984267 40.719763, -73.9982186 40.7196641, -73.998154 40.7196333, -73.9980848 40.7196004)",6.681378650653089,0.0019469770449401875,,,,,,
42427324,42427327,0,"[1147907300, 584850103]",True,"['1', '3']",Centre Street,secondary,25 mph,False,135.74,"LINESTRING (-73.9985059 40.7198009, -73.9984685 40.7198464, -73.998296 40.7200454, -73.9978879 40.7205076, -73.9977031 40.7207214, -73.9976869 40.7207445, -73.9976735 40.7207673, -73.9976577 40.720796, -73.9976413 40.7208288)",5.181462022944547,0.009172736090291862,,,,,,
42427327,42430041,0,"[5672321, 1271581109]",True,2,Cleveland Place,secondary,25 mph,False,73.10000000000001,"LINESTRING (-73.9976413 40.7208288, -73.9976044 40.7209077, -73.9975963 40.7209287, -73.9974771 40.7212357, -73.9974367 40.7213375, -73.9974226 40.72138, -73.9973963 40.7214592)",8.404280545657326,0.009235811068982747,,,,,,
42427327,42432165,0,68668516,True,2,Broome Street,secondary,25 mph,False,56.619,"LINESTRING (-73.9976413 40.7208288, -73.9977041 40.7208606, -73.997732 40.7208748, -73.9977552 40.7208865, -73.998043 40.7210053, -73.9980978 40.7210286, -73.9981356 40.7210446, -73.9982238 40.7210819)",5.178185733191215,0.0019461540722452459,,,,,13.5,
42427335,11038072465,0,1298186394,False,3,Samuel Dickstein Plaza,secondary,25 mph,True,7.222,"LINESTRING (-73.9842337 40.7152425, -73.9842712 40.7151841)",1.6403747740312944,0.0014468447814713575,,,,,,
42427335,42427337,0,5669639,True,2,Pitt Street,residential,25 mph,False,111.464,"LINESTRING (-73.9842337 40.7152425, -73.9841854 40.7153172, -73.9839124 40.7157268, -73.9836841 40.7160694, -73.9836386 40.7161377)",7.312369352297976,0.004526173470887341,,,,,,
42427335,42440408,0,"[281455419, 1188730085, 1188730086]",True,"['1', '2']",Grand Street,primary,25 mph,False,222.81400000000002,"LINESTRING (-73.9842337 40.7152425, -73.9843884 40.7152896, -73.9845146 40.715327, -73.9846007 40.7153482, -73.9847964 40.7153962, -73.9850309 40.7154669, -73.9851075 40.7154899, -73.9853831 40.7155743, -73.9856355 40.715651, -73.9858426 40.7157118, -73.9859641 40.7157444, -73.9866325 40.7159556, -73.9866936 40.7159749)",4.977153842216533,0.003470652205860741,,,,,,
42427337,42427340,0,"[799403767, 1041016547, 5669639]",True,2,Pitt Street,residential,25 mph,False,66.808,"LINESTRING (-73.9836386 40.7161377, -73.9836184 40.7161723, -73.9835484 40.7162923, -73.9833897 40.716524, -73.9833646 40.71658, -73.9833893 40.71669)",7.455317593483789,0.005011962495958616,,,,,,
42427340,42427345,0,25198488,True,,Pitt Street,residential,25 mph,False,57.235,"LINESTRING (-73.9833893 40.71669, -73.9831778 40.717097, -73.9831695 40.7171256, -73.9831408 40.7171684)",5.374249645460496,0.006259353966434471,,,,,,
42427340,42435538,0,799407328,True,,Delancey Street,residential,25 mph,False,74.94,"LINESTRING (-73.9833893 40.71669, -73.98264 40.7164597, -73.9825651 40.7164371)",7.214470186941233,0.004423889721658878,,,,,,
42427345,42429806,0,492148700,True,1,Delancey Street,residential,25 mph,False,77.90500000000002,"LINESTRING (-73.9831408 40.7171684, -73.9832179 40.7171864, -73.9839206 40.7174089, -73.9839974 40.717431)",5.379540883996181,0.00038667959909473006,,,,,,
42427345,7500756892,0,1098734619,True,1,Pitt Street,residential,25 mph,False,31.858,"LINESTRING (-73.9831408 40.7171684, -73.9831028 40.7172193, -73.9829775 40.7174266)",10.419648474522344,0.0059081797607500805,,,,,,
42427346,42437067,0,5670532,True,,Rivington Street,residential,25 mph,False,79.392,"LINESTRING (-73.9825206 40.7183141, -73.9826185 40.7183434, -73.9833325 40.7185573, -73.9833967 40.7185765)",10.224426752565847,0.0005255268494841725,,,,,,
42427346,42427352,0,"[1098734621, 492148701]",True,2,Pitt Street,residential,25 mph,False,136.63400000000001,"LINESTRING (-73.9825206 40.7183141, -73.9824986 40.7183563, -73.9823343 40.7186761, -73.9820818 40.7191795, -73.9819642 40.7194141, -73.9819415 40.7194618)",14.711184162601347,0.006595655879845987,,,,,,
42427352,7552138519,0,46350695,False,2,Stanton Street,residential,25 mph,False,135.31,"LINESTRING (-73.9819415 40.7194618, -73.981899 40.7194484, -73.9811043 40.719213, -73.9804466 40.7190179)",1.5415838756080973,0.00024242424242424242,,,,,,
42427352,42427358,0,1098734620,True,1,Pitt Street,residential,25 mph,False,141.333,"LINESTRING (-73.9819415 40.7194618, -73.9819182 40.7195107, -73.9816516 40.720051, -73.9813909 40.720574, -73.9813453 40.7206496)",8.532937774645507,0.0072314022866884166,,,,,,
42427358,1919595922,0,438375431,False,2,Avenue C,secondary,25 mph,False,14.166,"LINESTRING (-73.9813453 40.7206496, -73.9812727 40.7207645)",1.8490232803817648,0.00936507656585251,,,,,,
42427358,42449874,0,"[46201665, 420629930]",True,"['2', '3']",East Houston Street,primary,25 mph,False,231.639,"LINESTRING (-73.9813453 40.7206496, -73.9812508 40.7206209, -73.9796718 40.7201467, -73.9793658 40.7200569, -73.9789536 40.7199308, -73.9789058 40.7199167, -73.978792 40.7198786)",6.789904336007854,0.0030387678923081444,,,,,,
42427369,42428183,0,5670771,True,1,East 20th Street,residential,25 mph,False,116.58699999999999,"LINESTRING (-73.9909614 40.7396764, -73.9908325 40.7396206, -73.989957 40.7392549, -73.9899236 40.739241, -73.9898644 40.7392164, -73.9897506 40.7391688)",8.833679596695239,0.000291097198953649,,,,,8.5,
42427369,42454378,0,889114533,True,3,5th Avenue,secondary,25 mph,False,73.65,"LINESTRING (-73.9909614 40.7396764, -73.9909977 40.7396263, -73.9913495 40.7391507, -73.9913883 40.7390984)",5.314052366703593,0.009476765717308879,,,,,,
42427371,42427369,0,34080062,True,1,West 20th Street,residential,25 mph,False,309.21500000000003,"LINESTRING (-73.9941671 40.7410305, -73.994038 40.7409761, -73.9911638 40.7397629, -73.9911354 40.7397509, -73.9910755 40.7397255, -73.9909614 40.7396764)",5.3110951735575345,0.00028463098492196453,,,,,,
