u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,tunnel,geometry,Cost of returning,Edge Betweenness,bridge,junction,width,access,est_width,service
6535227,6871954780,0,"[28065201, 190261714, 977638942]",True,"['2', '1']",,,motorway_link,"['30', '70']",False,237.93200000000004,,"LINESTRING (1.4050287 43.6229307, 1.4051691 43.6229221, 1.4052844 43.6229575, 1.4055108 43.6230463, 1.4057419 43.6231151, 1.4059375 43.6231525, 1.4061409 43.6231313, 1.4062436 43.6230985, 1.4063259 43.6230479, 1.4064158 43.6229828, 1.4064781 43.6228833, 1.4065027 43.6227763, 1.4065005 43.6227007, 1.406472 43.6226092, 1.4064148 43.622521, 1.4063297 43.6224457, 1.4062257 43.6223906, 1.406107 43.6223545, 1.4059788 43.6223295, 1.4058641 43.6223145, 1.4058222 43.6223133, 1.4057504 43.6223278)",28.901771454624352,0.0015474461726121581,yes,,,,,
6535227,6535257,0,"[80138714, 38184733]",True,3,A 621,,motorway,90,False,557.172,,"LINESTRING (1.4050287 43.6229307, 1.4052447 43.6230248, 1.4057917 43.6232832, 1.4075656 43.624279, 1.4080754 43.6245256, 1.4085385 43.6246994, 1.409005 43.6248276, 1.4094204 43.6249257, 1.4097303 43.6249888, 1.4101719 43.625056, 1.4107064 43.625098, 1.4110968 43.6251043)",34.154126788956354,0.007271648318527794,yes,,,,,
6535231,56434841,0,"[80138721, 912562861, 14790078, 80138719]",True,"['3', '4']",A 621,,motorway,90,False,526.3870000000001,,"LINESTRING (1.4053675 43.6232248, 1.4045747 43.6228722, 1.4028963 43.6223015, 1.4006522 43.6216595, 1.4003505 43.6215784, 1.4000529 43.6215132, 1.3997567 43.6214616, 1.3993557 43.6214248)",21.3929342251257,0.006077821001695556,yes,,,,,
6535257,6535280,0,581142231,True,4,A 621,,motorway,90,False,231.911,,"LINESTRING (1.4110968 43.6251043, 1.4120625 43.6250952, 1.4128706 43.6250283, 1.4139489 43.6248636)",25.910608437066625,0.018689824140327955,,,,,,
6535280,146059941,0,14801487,True,1,,,motorway_link,,False,595.656,,"LINESTRING (1.4139489 43.6248636, 1.4142377 43.6247565, 1.4148398 43.6246248, 1.4150396 43.6245626, 1.4151723 43.6245047, 1.4153042 43.6244285, 1.4153923 43.6243607, 1.4154848 43.6242782, 1.4155787 43.6241675, 1.4156538 43.6240578, 1.4157034 43.6239598, 1.4157625 43.6238219, 1.4158845 43.6235181, 1.41615 43.6228628, 1.4162788 43.6225337, 1.4163458 43.6223599, 1.4164102 43.6222599, 1.4164813 43.6221599, 1.4165685 43.6220657, 1.4166757 43.6219783, 1.4168125 43.621889, 1.417007 43.6217754, 1.4173195 43.6215997, 1.4174469 43.6215143, 1.4175595 43.6214085, 1.417653 43.6212953, 1.4177161 43.6211916, 1.418017 43.6207477)",29.882372935625433,0.0006843074692034517,,,,,,
6535280,1847223742,0,107918275,True,2,A 621,,motorway,90,False,257.23900000000003,,"LINESTRING (1.4139489 43.6248636, 1.4152917 43.624584, 1.4164464 43.6243384, 1.4168125 43.6242539, 1.4170057 43.6241928)",26.051331098040105,0.018005516671124502,,,,,,
6535286,11003370,0,4612676,True,2,,Rond-Point Henri Cazaux,trunk,,False,22.336,,"LINESTRING (1.4188656 43.6236001, 1.4189534 43.6235791, 1.4190457 43.6235742, 1.4191368 43.6235857)",7.240150128930448,0.0198095843087316,,roundabout,,,,
6536300,6535286,0,4612676,True,2,,Rond-Point Henri Cazaux,trunk,,False,25.81,,"LINESTRING (1.4186634 43.6237718, 1.4186937 43.6237181, 1.4187389 43.6236702, 1.4187971 43.6236302, 1.4188656 43.6236001)",7.280908191445117,0.0198095843087316,,roundabout,,,,
8010648,250665032,0,23180684,False,,,Rue du Pic du Lanoux,residential,30,False,17.572,,"LINESTRING (1.4829472 43.5935453, 1.4828811 43.5933947)",1.5537454329719005,0.0014113194327738552,,,,,,
8010648,9104050,0,1863458,False,,,Rue Julia,residential,30,False,115.212,,"LINESTRING (1.4829472 43.5935453, 1.4823242 43.5937816, 1.4816795 43.5940255)",1.944296360091639,0.001555952552841141,,,,,,
8010648,8010708,0,"[1863458, 144568535]",False,,,"['Rue Sainte-Claire', 'Rue Julia']",residential,30,True,851.423,,"LINESTRING (1.4829472 43.5935453, 1.4833494 43.5934217, 1.4834407 43.5934003, 1.4835023 43.5933858, 1.4836062 43.5933472, 1.483905 43.5931942, 1.4844746 43.5929086, 1.4845252 43.5928926, 1.4845745 43.5928865, 1.4846215 43.5928931, 1.4846583 43.5929081, 1.4846976 43.5929327, 1.4847174 43.5929618, 1.4847277 43.592996, 1.4847233 43.5930306, 1.4847083 43.5930606, 1.4846862 43.5930842, 1.4836099 43.593752, 1.4835754 43.5937792, 1.4835563 43.5938073, 1.4835533 43.5938382, 1.4835674 43.5938758, 1.4835905 43.5939062, 1.4836337 43.5939292, 1.4836874 43.5939438, 1.483731 43.5939465, 1.4837715 43.5939392, 1.4838077 43.5939266, 1.483964 43.5938559, 1.4848491 43.5934501, 1.4848853 43.593438, 1.4849225 43.5934314, 1.4849681 43.5934331, 1.4850178 43.5934555, 1.485057 43.5934815, 1.4850788 43.5935091, 1.4850919 43.5935388, 1.4850966 43.5935725, 1.4850898 43.5936012, 1.4850761 43.5936286, 1.4850349 43.593665, 1.4845346 43.5939858, 1.4839714 43.5943556, 1.4838433 43.5944491, 1.4838181 43.5944768, 1.4838074 43.5945074, 1.4838084 43.5945411, 1.4838205 43.5945783, 1.4838446 43.5946166, 1.4838825 43.5946421, 1.4839274 43.5946565, 1.4839804 43.594665, 1.4840307 43.5946623, 1.484828 43.5943527, 1.4848773 43.5943425, 1.48495 43.5943444, 1.4849909 43.5943554, 1.4850506 43.5943818, 1.4850845 43.5944168, 1.4851009 43.5944493, 1.4851066 43.5944926, 1.4850915 43.5945343, 1.4850597 43.5945703, 1.4850057 43.5946081, 1.4843566 43.594917, 1.4843237 43.594953, 1.4843103 43.594986, 1.4843184 43.5950341, 1.4843398 43.5951202, 1.4843507 43.5951566)",1.5801072895859276,1.7210009854579856e-05,,,,,,
8010656,247475457,0,1863458,False,,,Rue Julia,residential,30,True,98.015,,"LINESTRING (1.4784128 43.5946312, 1.4785063 43.5946499, 1.4785881 43.5946663, 1.4790394 43.5948322, 1.4791144 43.5948638, 1.4791883 43.5948784, 1.4792839 43.594884, 1.479366 43.5948771, 1.4794529 43.5948569, 1.4795392 43.5948266)",1.5321019597810168,0.0023054509476255515,,,,,,
8010656,250592222,0,"[8029565, 1231348439]",False,1,,Chemin de Duroux,tertiary,30,True,70.154,,"LINESTRING (1.4784128 43.5946312, 1.4785396 43.5943217, 1.4785972 43.5941552, 1.4786071 43.5941253, 1.4786482 43.5940239)",1.5471419454304702,0.012571739605548547,,,,,,
8010656,8704235,0,"[1231348440, 8168934]",False,1,,Chemin de Duroux,tertiary,30,False,195.86899999999997,,"LINESTRING (1.4784128 43.5946312, 1.4783682 43.5947696, 1.478251 43.5950522, 1.4781996 43.5952346, 1.4781982 43.5953083, 1.4781943 43.5953792, 1.4781564 43.5954909, 1.4781511 43.5955347, 1.4781588 43.5956042, 1.4782371 43.5960859, 1.4782702 43.5962327, 1.4782747 43.5962527, 1.478284 43.5962941, 1.4783162 43.5963588)",1.6885107991939647,0.013489812265914279,,,,,,
8010664,257533775,0,8029564,False,,,Rue Xavier Darasse,residential,30,False,44.49399999999999,,"LINESTRING (1.4789486 43.5917244, 1.4790478 43.591769, 1.4790878 43.5917752, 1.4791199 43.5917801, 1.4791646 43.591787, 1.4792239 43.5918062, 1.479325 43.5918706, 1.4794232 43.5919163)",1.656567486827086,0.0040265259016072676,,,,,,
8010664,8079825,0,"[193912331, 8027627]",False,"['3', '2']",,Avenue Lucien Baroux,tertiary,30,True,230.15599999999998,,"LINESTRING (1.4789486 43.5917244, 1.478956 43.5916058, 1.4789546 43.5915826, 1.4789529 43.5915549, 1.4789385 43.5913193, 1.4789327 43.5912253, 1.4789236 43.5911282, 1.4788966 43.5908109, 1.4788306 43.5898239, 1.4788131 43.5897448, 1.4787848 43.5896605)",1.7595630603162278,0.010605187777480589,,,,,,
8010664,250592222,0,"[118479832, 193912332, 204893749]",False,"['3', '2']",,Avenue Lucien Baroux,tertiary,30,True,257.02299999999997,,"LINESTRING (1.4789486 43.5917244, 1.4789467 43.5918764, 1.4789405 43.5919051, 1.4789347 43.5919322, 1.4789249 43.591978, 1.4788267 43.5927772, 1.4787662 43.5932822, 1.478697 43.593828, 1.4786923 43.5938546, 1.4786875 43.5938795, 1.4786759 43.5939388, 1.4786482 43.5940239)",1.6489994053843189,0.011232687420459181,,,,,,
8010664,1587057265,0,903848469,False,,,Rue de Limayrac,residential,30,True,169.672,,"LINESTRING (1.4789486 43.5917244, 1.4788185 43.5917069, 1.4787706 43.5917088, 1.4787294 43.5917105, 1.4786864 43.5917122, 1.4785584 43.5917443, 1.4783333 43.5918109, 1.4780793 43.5918861, 1.4774566 43.5920774, 1.4772809 43.5921372, 1.4771602 43.5921886, 1.4770197 43.5922685)",1.649317456940244,0.013643864044669888,,,,,,
8010671,249727355,0,8029557,False,2,,Allée de Limayrac,residential,30,False,236.553,,"LINESTRING (1.4800094 43.5913024, 1.4802149 43.5912406, 1.4803829 43.5911888, 1.4825072 43.5905481, 1.4827205 43.5904839)",1.687480994876459,0.0034209702540019932,,,,,,
8010671,1969474955,0,"[23128907, 150417123, 150417117]",False,,,Rue Xavier Darasse,residential,30,True,210.384,,"LINESTRING (1.4800094 43.5913024, 1.4799387 43.5911721, 1.4798097 43.5909524, 1.4797953 43.590907, 1.4798027 43.5908496, 1.4799373 43.5906154, 1.480047 43.590416, 1.4801682 43.5901955, 1.480234 43.5900901, 1.4802656 43.5900289, 1.4802568 43.589974, 1.480044 43.5896119, 1.4800059 43.5895437)",1.5125458269813925,0.00011127331586492677,,,,,,
8010671,257533774,0,205503255,False,,,Rue Xavier Darasse,residential,30,True,53.727999999999994,,"LINESTRING (1.4800094 43.5913024, 1.4800806 43.5914322, 1.4802028 43.5916365, 1.4802108 43.5916939, 1.4801891 43.5917551)",1.5138121514417784,0.0037142801067671536,,,,,,
8010682,249727355,0,8029557,False,2,,Allée de Limayrac,residential,30,True,523.953,,"LINESTRING (1.4887665 43.5898305, 1.4879007 43.5895338, 1.4875717 43.589424, 1.4873398 43.5893438, 1.4872212 43.5893196, 1.4870988 43.5893108, 1.4869263 43.589313, 1.4867817 43.5893358, 1.4864887 43.5893943, 1.4858155 43.5895796, 1.4857261 43.5896042, 1.485536 43.589658, 1.485381 43.5897018, 1.4846093 43.5899201, 1.4841433 43.5900526, 1.4839261 43.5901159, 1.4837458 43.5901685, 1.4832384 43.5903278, 1.4830659 43.5903765, 1.4829117 43.5904249, 1.4827205 43.5904839)",1.7734040512306886,0.003817910008513284,,,,,,
8010682,30062423,0,144568523,True,,,Allée de Limayrac,residential,30,False,39.265,,"LINESTRING (1.4887665 43.5898305, 1.4889877 43.5898801, 1.4890916 43.5899069, 1.4891722 43.5899156, 1.4892357 43.5899224)",8.91827709891316,0.0024942432763598176,,,,,,
8010683,30062143,0,4720710,True,1,,Rue Firmin Boissin,residential,30,False,89.49600000000001,,"LINESTRING (1.4894501 43.5900051, 1.4895116 43.5900503, 1.4896372 43.5900954, 1.4900711 43.5902522, 1.4901646 43.5902859, 1.4902588 43.5903135, 1.490344 43.5903227, 1.4904501 43.5903278)",16.269340025653612,0.0007432110702673361,,,,,,
8010683,30062421,0,8029556,True,,,Rond-Point de l'Abbé Raymond Julien,residential,30,False,11.805,,"LINESTRING (1.4894501 43.5900051, 1.4894455 43.5900403, 1.4894249 43.5900724, 1.4893907 43.5900977)",7.4893345698480065,0.0013771213186358864,,roundabout,,,,
8010685,30062421,0,4720709,True,1,,Rue Firmin Boissin,residential,30,False,90.34299999999999,,"LINESTRING (1.4903472 43.5904841, 1.4902883 43.5904194, 1.49013 43.5903314, 1.4900346 43.5902967, 1.4896969 43.590174, 1.4896111 43.5901383, 1.4895051 43.5901032, 1.4894293 43.5900959, 1.4893907 43.5900977)",10.429713290985934,0.008842320607591261,,,,,,
8010685,30062143,0,616124643,True,2,,Avenue Jean Gonord,tertiary,50,False,20.082,,"LINESTRING (1.4903472 43.5904841, 1.4903508 43.590439, 1.4903701 43.5903961, 1.490404 43.5903582, 1.4904501 43.5903278)",7.360504141688729,0.0022219404843340585,,roundabout,,,,
8010690,30061904,0,4720705,True,1,,Avenue Jean Gonord,tertiary,50,False,34.591,,"LINESTRING (1.4906749 43.5906349, 1.4906048 43.5906826, 1.4905847 43.5907074, 1.4904904 43.5909088)",8.783194514463256,0.003670244178973057,,,,,,
8010690,2041955475,0,1091642202,True,2,,Avenue Jean Gonord,tertiary,50,False,18.906,,"LINESTRING (1.4906749 43.5906349, 1.4906296 43.5906439, 1.4905828 43.5906464, 1.4905362 43.5906424, 1.4904915 43.5906318, 1.4904505 43.5906153)",7.570411951841384,0.005322898248504258,,roundabout,,,,
8010693,8010690,0,4720689,True,2,,Avenue Jean Gonord,tertiary,50,False,42.470000000000006,,"LINESTRING (1.4907226 43.5903259, 1.490763 43.5903504, 1.490795 43.5903808, 1.4908173 43.5904154, 1.4908286 43.5904527, 1.4908285 43.5904909, 1.490817 43.5905282, 1.4907945 43.5905627, 1.4907623 43.5905929, 1.4907218 43.5906174, 1.4906749 43.5906349)",7.081393804944168,0.008993142427477315,,roundabout,,,,
8010694,1378059161,0,4720707,True,1,,Avenue Jean Gonord,tertiary,50,False,33.602,,"LINESTRING (1.4905092 43.590306, 1.4905666 43.5902397, 1.4905917 43.5902095, 1.4906437 43.5901377, 1.4907074 43.5900405)",8.788577087678457,0.002083076909117735,,,,,,
8010694,8010693,0,616124641,True,2,,Avenue Jean Gonord,tertiary,50,False,17.933,,"LINESTRING (1.4905092 43.590306, 1.4905524 43.5902983, 1.4905969 43.5902965, 1.490641 43.5903006, 1.4906834 43.5903105, 1.4907226 43.5903259)",7.570412448555466,0.0008820746454836595,,roundabout,,,,
8010703,250671775,0,"[591261553, 591261550, 51260079]",False,2,M 126,Avenue de Castres,primary,50,True,137.18,,"LINESTRING (1.4882871 43.5948202, 1.4882118 43.594847, 1.488165 43.5948636, 1.4881225 43.5948787, 1.4876554 43.5950457, 1.4872892 43.5951764, 1.4871899 43.5952118, 1.4867591 43.5953655)",1.515718652171284,0.0033573080112447935,,,,,,
8010703,8010704,0,"[101780495, 591261551]",False,2,,Avenue Raymond Naves,residential,30,True,41.663000000000004,,"LINESTRING (1.4882871 43.5948202, 1.4882401 43.5947337, 1.488217 43.5946912, 1.4881851 43.5946214, 1.4881515 43.594534, 1.4881367 43.594463)",1.5091130190118838,0.002936550392092351,,,,,,
8010703,250671755,0,"[591261552, 32521485]",False,2,M 126,Avenue de Castres,primary,50,False,37.068000000000005,,"LINESTRING (1.4882871 43.5948202, 1.4883996 43.5947771, 1.4884332 43.5947642, 1.4886837 43.5946731, 1.4886968 43.5946683)",1.5200318082456246,0.005089749461706397,,,,,,
8010704,247475455,0,30634359,False,2,,Avenue Raymond Naves,residential,30,True,272.08900000000006,,"LINESTRING (1.4881367 43.594463, 1.4880704 43.5944749, 1.4880218 43.5944836, 1.4879431 43.5944995, 1.4876681 43.5945581, 1.4871471 43.5946621, 1.4869392 43.5947113, 1.4865178 43.5947939, 1.4858032 43.5949193, 1.4857832 43.5949228, 1.4856179 43.5949309, 1.4854154 43.5949641, 1.4850154 43.595027, 1.484944 43.5950442, 1.4848682 43.5950678)",1.5097260138416504,0.005939573830843652,,,,,,
8010704,250664903,0,"[457207688, 591261555, 32521843, 591261556, 101780502]",False,"['2', '1']",,Avenue de Lasbordes,residential,30,False,374.16800000000006,,"LINESTRING (1.4881367 43.594463, 1.4881372 43.5944377, 1.488168 43.5942816, 1.4882382 43.5939251, 1.4883137 43.5935271, 1.4883202 43.5934926, 1.4883585 43.5933013, 1.4883933 43.5931158, 1.4884054 43.5930492, 1.4884235 43.5929866, 1.48845 43.5929353, 1.4886052 43.5927263, 1.4886277 43.5926965, 1.4887112 43.592584, 1.488763 43.5925142, 1.4889517 43.5922598, 1.4892538 43.5918569, 1.4892724 43.5918335, 1.4893261 43.5917609, 1.4893897 43.5916747, 1.4895658 43.5914352, 1.4896824 43.5913572)",1.5202401539667976,0.00024683296368796406,,,,,,
8010704,8010703,0,"[591261551, 101780495]",False,2,,Avenue Raymond Naves,residential,30,False,41.663,,"LINESTRING (1.4881367 43.594463, 1.4881515 43.594534, 1.4881851 43.5946214, 1.488217 43.5946912, 1.4882401 43.5947337, 1.4882871 43.5948202)",1.509113019011884,0.002433909617170481,,,,,,
8010708,247475455,0,30634359,False,2,,Avenue Raymond Naves,residential,30,False,42.831,,"LINESTRING (1.4843507 43.5951566, 1.4847626 43.5950841, 1.4848682 43.5950678)",1.5424043828430474,0.002455607050798032,,,,,,
8010708,247475454,0,30634359,False,2,,Avenue Raymond Naves,residential,30,True,59.46000000000001,,"LINESTRING (1.4843507 43.5951566, 1.4841682 43.5951945, 1.4841237 43.5952019, 1.4839067 43.5952322, 1.4836331 43.5952812)",1.7889969609117735,0.006238949102554695,,,,,,
8010708,8010648,0,"[1863458, 144568535]",False,,,"['Rue Sainte-Claire', 'Rue Julia']",residential,30,False,851.4230000000001,,"LINESTRING (1.4843507 43.5951566, 1.4843398 43.5951202, 1.4843184 43.5950341, 1.4843103 43.594986, 1.4843237 43.594953, 1.4843566 43.594917, 1.4850057 43.5946081, 1.4850597 43.5945703, 1.4850915 43.5945343, 1.4851066 43.5944926, 1.4851009 43.5944493, 1.4850845 43.5944168, 1.4850506 43.5943818, 1.4849909 43.5943554, 1.48495 43.5943444, 1.4848773 43.5943425, 1.484828 43.5943527, 1.4840307 43.5946623, 1.4839804 43.594665, 1.4839274 43.5946565, 1.4838825 43.5946421, 1.4838446 43.5946166, 1.4838205 43.5945783, 1.4838084 43.5945411, 1.4838074 43.5945074, 1.4838181 43.5944768, 1.4838433 43.5944491, 1.4839714 43.5943556, 1.4845346 43.5939858, 1.4850349 43.593665, 1.4850761 43.5936286, 1.4850898 43.5936012, 1.4850966 43.5935725, 1.4850919 43.5935388, 1.4850788 43.5935091, 1.485057 43.5934815, 1.4850178 43.5934555, 1.4849681 43.5934331, 1.4849225 43.5934314, 1.4848853 43.593438, 1.4848491 43.5934501, 1.483964 43.5938559, 1.4838077 43.5939266, 1.4837715 43.5939392, 1.483731 43.5939465, 1.4836874 43.5939438, 1.4836337 43.5939292, 1.4835905 43.5939062, 1.4835674 43.5938758, 1.4835533 43.5938382, 1.4835563 43.5938073, 1.4835754 43.5937792, 1.4836099 43.593752, 1.4846862 43.5930842, 1.4847083 43.5930606, 1.4847233 43.5930306, 1.4847277 43.592996, 1.4847174 43.5929618, 1.4846976 43.5929327, 1.4846583 43.5929081, 1.4846215 43.5928931, 1.4845745 43.5928865, 1.4845252 43.5928926, 1.4844746 43.5929086, 1.483905 43.5931942, 1.4836062 43.5933472, 1.4835023 43.5933858, 1.4834407 43.5934003, 1.4833494 43.5934217, 1.4829472 43.5935453)",1.5801072895859276,4.452905128563212e-05,,,,,,
8078333,8078336,0,8027617,True,,,Rond-Point Jérôme Pugens,tertiary,30,False,18.9,,"LINESTRING (1.4786381 43.5895237, 1.4786008 43.5895152, 1.4785676 43.5895001, 1.4785408 43.5894795, 1.478522 43.5894547, 1.4785124 43.5894272, 1.4785128 43.5893989)",7.2220035673193514,0.011193262197310939,,roundabout,,,,
8078336,250323639,0,122942791,False,2,,Rue Édouard Lartet,tertiary,30,True,48.085,,"LINESTRING (1.4785128 43.5893989, 1.4784236 43.5893867, 1.4783539 43.5893714, 1.4782896 43.5893567, 1.4781881 43.5893253, 1.4781176 43.5892863, 1.478051 43.5892256, 1.4780245 43.5891867)",1.5309873678653834,0.004780536376339225,,,,,,
8078336,8078338,0,1091641273,True,,,Rond-Point Jérôme Pugens,tertiary,30,False,15.498,,"LINESTRING (1.4785128 43.5893989, 1.4785266 43.5893655, 1.478554 43.5893369, 1.4785923 43.5893158, 1.4786377 43.5893043)",7.222552300404729,0.025187860325335265,,roundabout,,,,
8078338,8079824,0,8027621,True,1,,Chemin de la Terrasse,tertiary,30,False,20.154,,"LINESTRING (1.4786377 43.5893043, 1.4787112 43.5892474, 1.4788102 43.589173)",8.838939227879786,0.01833122473728353,,,,,,
8078338,8078340,0,616124575,True,,,Rond-Point Jérôme Pugens,tertiary,30,False,13.610999999999999,,"LINESTRING (1.4786377 43.5893043, 1.478694 43.5893044, 1.4787465 43.5893193, 1.4787881 43.5893468)",7.632630217501482,0.0068566355880517365,,roundabout,,,,
8078339,8079825,0,8027623,True,,,Avenue Lucien Baroux,tertiary,30,False,18.689,,"LINESTRING (1.4787743 43.5894926, 1.4787789 43.589568, 1.4787848 43.5896605)",8.854639571962537,0.020064603122379048,,,,,,
8078339,8078333,0,616124573,True,,,Rond-Point Jérôme Pugens,tertiary,30,False,11.908000000000001,,"LINESTRING (1.4787743 43.5894926, 1.4787344 43.5895135, 1.4786874 43.5895243, 1.4786381 43.5895237)",7.632630217501483,0.0006248860884734554,,roundabout,,,,
8078340,1580792633,0,616124574,True,,,Rond-Point Jérôme Pugens,tertiary,30,False,10.379000000000001,,"LINESTRING (1.4787881 43.5893468, 1.4788089 43.589374, 1.4788186 43.5894043, 1.4788163 43.5894354)",7.223043595089246,0.020139335987521215,,roundabout,,,,
8078341,250324377,0,8168890,False,2,,Chemin de la Terrasse,tertiary,30,False,75.476,,"LINESTRING (1.4792718 43.5885359, 1.4795132 43.5882445, 1.4797995 43.5879764)",1.5463862186803405,0.013455170340633928,,,,,,
8078341,8079824,0,8168890,False,2,,Chemin de la Terrasse,tertiary,30,True,80.00500000000001,,"LINESTRING (1.4792718 43.5885359, 1.4789537 43.588975, 1.4788687 43.5890923, 1.4788102 43.589173)",1.6244668588791908,0.013138190560275077,,,,,,
8078341,249729516,0,"[122942788, 23129077]",False,,,Chemin de Firmis,residential,30,False,846.79,,"LINESTRING (1.4792718 43.5885359, 1.4793556 43.5885626, 1.479426 43.5886024, 1.4794951 43.5886947, 1.4796386 43.5888973, 1.4796842 43.5889502, 1.4797412 43.5889745, 1.4797875 43.5889847, 1.4798478 43.5889822, 1.4799477 43.588972, 1.4808888 43.588761, 1.48165 43.5886168, 1.4821403 43.5885795, 1.4827859 43.5885272, 1.4829009 43.5885178, 1.483264 43.5884829, 1.4834809 43.5884499, 1.4842044 43.5883257, 1.4844283 43.5882872, 1.4847986 43.5882173, 1.485249 43.5881144, 1.4857989 43.5879232, 1.4859713 43.5878633, 1.4868408 43.5875637, 1.4871825 43.5874536, 1.4876559 43.5872897, 1.4884016 43.5869948, 1.4886816 43.5868543, 1.4887708 43.5867985, 1.4888138 43.5867829, 1.4888568 43.5867711)",1.698908257133503,0.004594234321237211,,,,,,
8078343,250324923,0,8168890,False,2,,Chemin de la Terrasse,tertiary,30,False,85.49900000000001,,"LINESTRING (1.4812583 43.5870788, 1.4813847 43.5870133, 1.4817408 43.5868387, 1.4819665 43.5867206, 1.4820876 43.5866599, 1.4821274 43.5866375)",1.690469364829655,0.009960724686393184,,,,,,
8078343,250324377,0,8168890,False,2,,Chemin de la Terrasse,tertiary,30,True,154.78900000000004,,"LINESTRING (1.4812583 43.5870788, 1.4811393 43.58714, 1.4805555 43.5874404, 1.4802816 43.5876116, 1.4802299 43.5876477, 1.4801465 43.5877061, 1.4800476 43.5877753, 1.4799441 43.5878528, 1.4799048 43.5878822, 1.4797995 43.5879764)",1.6673214935435656,0.011266712941375113,,,,,,
8078343,247695925,0,22978223,False,,,Rue du Mont Aigoual,residential,30,False,30.009,,"LINESTRING (1.4812583 43.5870788, 1.4813451 43.587173, 1.4814199 43.587241, 1.4814946 43.5872849)",1.6465522090549543,0.002899738723449245,,,,,,
8078343,1418807272,0,128364216,False,,,Rue Jean Mansencal,residential,30,False,87.94099999999999,,"LINESTRING (1.4812583 43.5870788, 1.4811567 43.5870001, 1.4809429 43.586819, 1.4807274 43.5866364, 1.4805438 43.5864809)",1.6452339284905386,0.0009655851087751523,,,,,,
8078345,5951078901,0,8168890,False,2,,Chemin de la Terrasse,tertiary,30,False,18.434,,"LINESTRING (1.4852424 43.5850321, 1.4854288 43.5849359)",1.206531901197309,0.006538842153931851,,,,,,
8078345,250598088,0,8168890,False,2,,Chemin de la Terrasse,tertiary,30,True,114.841,,"LINESTRING (1.4852424 43.5850321, 1.4851642 43.5850773, 1.4845185 43.5854231, 1.4841825 43.5855892, 1.4840885 43.5856384)",1.64236489295185,0.00694645803203488,,,,,,
